Date,Open,Low,High,Close,Volume
2019-02-19,2208.9599609375,2193.340087890625,2213.8701171875,2205.6298828125,389100
2019-02-20,2216.739990234375,2213.830078125,2234.679931640625,2229.760009765625,374300
2019-02-21,2224.260009765625,2213.18994140625,2234.31005859375,2228.659912109375,382500
2019-02-22,2222.320068359375,2217.080078125,2230.5,2230.5,409300
2019-02-25,2241.1298828125,2224.639892578125,2241.760009765625,2232.56005859375,339200
2019-02-26,2230.3701171875,2221.760009765625,2235.699951171875,2226.60009765625,332000
2019-02-27,2234.4599609375,2228.159912109375,2237.77001953125,2234.7900390625,301500
2019-02-28,2231.580078125,2195.43994140625,2233.929931640625,2195.43994140625,510000
2019-03-04,2210.969970703125,2188.56005859375,2216.02001953125,2190.659912109375,373200
2019-03-05,2183.35009765625,2171.330078125,2185.739990234375,2179.22998046875,313100
2019-03-06,2177.110107421875,2168.4599609375,2179.010009765625,2175.60009765625,328900
2019-03-07,2173.18994140625,2155.18994140625,2181.18994140625,2165.7900390625,292600
2019-03-08,2152.800048828125,2137.43994140625,2159.669921875,2137.43994140625,313300
2019-03-11,2140.2900390625,2125.5400390625,2145.31005859375,2138.10009765625,272100
2019-03-12,2154.610107421875,2150.9599609375,2161.68994140625,2157.179931640625,355300
2019-03-13,2152.659912109375,2134.159912109375,2154.110107421875,2148.409912109375,285600
2019-03-14,2154.35009765625,2142.31005859375,2158.340087890625,2155.679931640625,341000
2019-03-15,2152.9599609375,2152.590087890625,2181.77001953125,2176.110107421875,387100
2019-03-18,2179.68994140625,2172.340087890625,2183.89990234375,2179.489990234375,258000
2019-03-19,2183.030029296875,2171.050048828125,2183.760009765625,2177.6201171875,319700
2019-03-20,2171.409912109375,2152.2099609375,2177.18994140625,2177.10009765625,317600
2019-03-21,2183.110107421875,2173.699951171875,2200.320068359375,2184.8798828125,342700
2019-03-22,2192.719970703125,2178.77001953125,2195.419921875,2186.949951171875,333600
2019-03-25,2158.800048828125,2143.699951171875,2159.25,2144.860107421875,307100
2019-03-26,2152.97998046875,2143.6298828125,2153.89990234375,2148.800048828125,301300
2019-03-27,2147.18994140625,2132.419921875,2152.909912109375,2145.6201171875,363200
2019-03-28,2131.25,2120.929931640625,2136.39990234375,2128.10009765625,288000
2019-03-29,2138.449951171875,2124.070068359375,2143.300048828125,2140.669921875,364600
2019-04-01,2153.31005859375,2153.31005859375,2171.489990234375,2168.280029296875,263300
2019-04-02,2177.199951171875,2171.840087890625,2181.3701171875,2177.179931640625,257500
2019-04-03,2176.81005859375,2172.830078125,2203.2900390625,2203.27001953125,358600
2019-04-04,2201.0400390625,2198.659912109375,2216.14990234375,2206.530029296875,431000
2019-04-05,2206.360107421875,2205.260009765625,2214.820068359375,2209.610107421875,517200
2019-04-08,2217.659912109375,2202.489990234375,2217.8701171875,2210.60009765625,347900
2019-04-09,2212.320068359375,2203.5400390625,2221.6201171875,2213.56005859375,414800
2019-04-10,2206.199951171875,2203.820068359375,2225.02001953125,2224.389892578125,399700
2019-04-11,2227.68994140625,2217.179931640625,2230.409912109375,2224.43994140625,402000
2019-04-12,2221.10009765625,2212.8798828125,2233.449951171875,2233.449951171875,449600
2019-04-15,2242.31005859375,2240.2900390625,2251.219970703125,2242.8798828125,404200
2019-04-16,2241.06005859375,2235.719970703125,2249.889892578125,2248.6298828125,569100
2019-04-17,2249.050048828125,2242.010009765625,2252.050048828125,2245.889892578125,452500
2019-04-18,2248.800048828125,2210.429931640625,2250.110107421875,2213.77001953125,573300
2019-04-19,2223.419921875,2215.580078125,2225.3701171875,2216.14990234375,525300
2019-04-22,2218.5,2207.25,2227.93994140625,2216.64990234375,494000
2019-04-23,2217.610107421875,2212.139892578125,2223.919921875,2220.510009765625,481200
2019-04-24,2229.75,2190.2900390625,2229.75,2201.030029296875,575100
2019-04-25,2195.469970703125,2187.43994140625,2200.889892578125,2190.5,441100
2019-04-26,2178.1298828125,2168.14990234375,2186.52001953125,2179.31005859375,570200
2019-04-29,2183.409912109375,2181.820068359375,2216.429931640625,2216.429931640625,380800
2019-04-30,2213.429931640625,2186.330078125,2215.77001953125,2203.590087890625,381400
2019-05-02,2192.93994140625,2191.300048828125,2217.030029296875,2212.75,369100
2019-05-03,2209.43994140625,2192.360107421875,2211.360107421875,2196.320068359375,617900
2019-05-07,2172.389892578125,2160.43994140625,2179.510009765625,2176.989990234375,484100
2019-05-08,2151.340087890625,2151.340087890625,2179.340087890625,2168.010009765625,456300
2019-05-09,2159.7900390625,2102.010009765625,2164.97998046875,2102.010009765625,743500
2019-05-10,2118.419921875,2090.389892578125,2124.919921875,2108.0400390625,714800
2019-05-13,2091.800048828125,2077.719970703125,2101.090087890625,2079.010009765625,505800
2019-05-14,2060.239990234375,2056.739990234375,2093.409912109375,2081.840087890625,696200
2019-05-15,2081.919921875,2076.4599609375,2100.010009765625,2092.780029296875,577800
2019-05-16,2094.8798828125,2062.43994140625,2095.580078125,2067.68994140625,745200
2019-05-17,2081.570068359375,2053.7900390625,2082.830078125,2055.800048828125,537400
2019-05-20,2066.530029296875,2051.68994140625,2077.10009765625,2055.7099609375,640200
2019-05-21,2056.949951171875,2053.68994140625,2076.469970703125,2061.25,526900
2019-05-22,2068.64990234375,2048.010009765625,2070.800048828125,2064.860107421875,510000
2019-05-23,2063.25,2046.8199462890625,2065.860107421875,2059.590087890625,509300
2019-05-24,2047.300048828125,2035.97998046875,2057.3798828125,2045.31005859375,480600
2019-05-27,2044.25,2035.8699951171875,2055.1298828125,2044.2099609375,351600
2019-05-28,2044.77001953125,2038.52001953125,2058.419921875,2048.830078125,494500
2019-05-29,2046.7099609375,2016.25,2046.7099609375,2023.3199462890625,380900
2019-05-30,2024.3299560546875,2023.9100341796875,2040.6600341796875,2038.800048828125,461900
2019-05-31,2029.030029296875,2022.969970703125,2048.89990234375,2041.739990234375,439200
2019-06-03,2031.030029296875,2029.1700439453125,2070.580078125,2067.85009765625,387100
2019-06-04,2066.780029296875,2060.97998046875,2072.18994140625,2066.969970703125,436000
2019-06-05,2084.159912109375,2065.7099609375,2086.489990234375,2069.110107421875,380200
2019-06-07,2070.780029296875,2057.969970703125,2081.159912109375,2072.330078125,368400
2019-06-10,2087.3701171875,2075.510009765625,2099.64990234375,2099.489990234375,457600
2019-06-11,2096.090087890625,2094.60009765625,2114.570068359375,2111.81005859375,550700
2019-06-12,2111.659912109375,2104.409912109375,2118.889892578125,2108.75,693500
2019-06-13,2104.4599609375,2081.919921875,2108.010009765625,2103.14990234375,553400
2019-06-14,2096.320068359375,2087.469970703125,2103.02001953125,2095.409912109375,473400
2019-06-17,2091.7099609375,2087.25,2103.590087890625,2090.72998046875,561600
2019-06-18,2089.31005859375,2089.31005859375,2103.02001953125,2098.7099609375,601000
2019-06-19,2119.5400390625,2117.639892578125,2126.739990234375,2124.780029296875,863000
2019-06-20,2121.780029296875,2120.419921875,2131.77001953125,2131.2900390625,1007200
2019-06-21,2132.3798828125,2120.14990234375,2132.679931640625,2125.6201171875,692000
2019-06-24,2130.320068359375,2123.8798828125,2134.47998046875,2126.330078125,669600
2019-06-25,2125.739990234375,2115.110107421875,2136.239990234375,2121.639892578125,643000
2019-06-26,2120.199951171875,2115.719970703125,2128.25,2121.85009765625,736900
2019-06-27,2120.72998046875,2118.219970703125,2141.27001953125,2134.320068359375,644900
2019-06-28,2135.06005859375,2123.969970703125,2139.239990234375,2130.6201171875,537300
2019-07-01,2147.239990234375,2126.8701171875,2147.239990234375,2129.739990234375,412300
2019-07-02,2122.070068359375,2112.52001953125,2130.860107421875,2122.02001953125,460800
2019-07-03,2120.75,2093.320068359375,2127.7099609375,2096.02001953125,522700
2019-07-04,2102.360107421875,2088.969970703125,2108.800048828125,2108.72998046875,446900
2019-07-05,2111.0,2096.22998046875,2115.429931640625,2110.590087890625,459400
2019-07-08,2091.909912109375,2063.780029296875,2092.5400390625,2064.169921875,516000
2019-07-09,2070.35009765625,2052.030029296875,2075.300048828125,2052.030029296875,440100
2019-07-10,2061.550048828125,2056.47998046875,2068.199951171875,2058.780029296875,355700
2019-07-11,2070.590087890625,2070.2099609375,2088.239990234375,2080.580078125,376700
2019-07-12,2083.530029296875,2077.35009765625,2090.429931640625,2086.659912109375,403900
2019-07-15,2083.389892578125,2073.10009765625,2088.340087890625,2082.47998046875,463500
2019-07-16,2084.4599609375,2078.739990234375,2096.669921875,2091.8701171875,682800
2019-07-17,2079.909912109375,2063.489990234375,2080.010009765625,2072.919921875,761600
2019-07-18,2068.659912109375,2061.330078125,2073.199951171875,2066.550048828125,446600
2019-07-19,2080.2099609375,2076.510009765625,2096.72998046875,2094.360107421875,394900
2019-07-22,2090.35009765625,2087.510009765625,2099.340087890625,2093.340087890625,332600
2019-07-23,2095.760009765625,2095.3798828125,2106.389892578125,2101.449951171875,648100
2019-07-24,2097.159912109375,2080.659912109375,2105.679931640625,2082.300048828125,851400
2019-07-25,2085.669921875,2061.080078125,2088.81005859375,2074.47998046875,598600
2019-07-26,2063.35009765625,2054.639892578125,2068.159912109375,2066.260009765625,589100
2019-07-29,2059.1298828125,2025.010009765625,2063.1298828125,2029.47998046875,608700
2019-07-30,2035.3199462890625,2032.6099853515625,2044.5899658203125,2038.6800537109373,547000
2019-07-31,2036.4599609375,2010.949951171875,2041.1600341796875,2024.550048828125,589400
2019-08-01,2015.0899658203125,2009.3299560546875,2032.22998046875,2017.3399658203125,461700
2019-08-02,1995.31005859375,1987.1199951171875,2005.31005859375,1998.1300048828125,438500
2019-08-05,1985.9300537109373,1945.3900146484373,1987.6400146484373,1946.97998046875,639600
2019-08-06,1900.3599853515625,1891.81005859375,1948.530029296875,1917.5,739600
2019-08-07,1925.3299560546875,1901.6099853515625,1929.2900390625,1909.7099609375,760800
2019-08-08,1926.280029296875,1915.81005859375,1937.949951171875,1920.6099853515625,777200
2019-08-09,1940.06005859375,1936.1400146484373,1946.93994140625,1937.75,654300
2019-08-12,1941.530029296875,1933.25,1949.18994140625,1942.2900390625,427100
2019-08-13,1928.760009765625,1923.5799560546875,1937.6800537109373,1925.8299560546875,660000
2019-08-14,1946.1800537109373,1937.22998046875,1952.219970703125,1938.3699951171875,699600
2019-08-16,1921.489990234375,1911.719970703125,1927.699951171875,1927.1700439453125,421700
2019-08-19,1936.6400146484373,1931.43994140625,1943.0899658203125,1939.9000244140625,481000
2019-08-20,1942.989990234375,1937.530029296875,1964.1600341796875,1960.25,463600
2019-08-21,1954.5699462890625,1954.469970703125,1971.1199951171875,1964.6500244140625,391600
2019-08-22,1966.5999755859373,1951.010009765625,1967.9599609375,1951.010009765625,435600
2019-08-23,1942.4200439453125,1940.5999755859373,1953.8499755859373,1948.300048828125,381100
2019-08-26,1915.3399658203125,1909.9200439453125,1924.489990234375,1916.31005859375,324900
2019-08-27,1928.97998046875,1919.280029296875,1937.4200439453125,1924.5999755859373,427000
2019-08-28,1929.9599609375,1926.4300537109373,1943.6199951171875,1941.0899658203125,284300
2019-08-29,1943.550048828125,1928.489990234375,1947.1500244140625,1933.4100341796875,285100
2019-08-30,1951.6600341796875,1951.300048828125,1971.2099609375,1967.7900390625,317700
2019-09-02,1961.18994140625,1958.5899658203125,1973.25,1969.18994140625,262200
2019-09-03,1966.5,1960.1500244140625,1976.3699951171875,1965.68994140625,342100
2019-09-04,1962.4300537109373,1962.0799560546875,1988.530029296875,1988.530029296875,348700
2019-09-05,1993.6199951171875,1992.510009765625,2015.3900146484373,2004.75,488100
2019-09-06,2016.1099853515625,2005.68994140625,2017.199951171875,2009.1300048828125,384400
2019-09-09,2013.3800048828125,2013.280029296875,2029.800048828125,2019.550048828125,511800
2019-09-10,2024.7900390625,2021.5799560546875,2034.280029296875,2032.0799560546875,504400
2019-09-11,2043.719970703125,2040.0400390625,2050.800048828125,2049.199951171875,429100
2019-09-16,2056.260009765625,2044.800048828125,2062.219970703125,2062.219970703125,493500
2019-09-17,2058.719970703125,2055.169921875,2066.330078125,2062.330078125,508000
2019-09-18,2064.419921875,2058.52001953125,2075.6298828125,2070.72998046875,613100
2019-09-19,2070.530029296875,2070.530029296875,2089.81005859375,2080.35009765625,493000
2019-09-20,2080.860107421875,2077.300048828125,2092.3701171875,2091.52001953125,589900
2019-09-23,2087.699951171875,2085.60009765625,2095.5400390625,2091.699951171875,420900
2019-09-24,2090.18994140625,2085.909912109375,2101.6298828125,2101.0400390625,535800
2019-09-25,2093.469970703125,2072.409912109375,2095.27001953125,2073.389892578125,651600
2019-09-26,2082.659912109375,2064.340087890625,2087.330078125,2074.52001953125,430600
2019-09-27,2066.9599609375,2044.75,2066.9599609375,2049.929931640625,285900
2019-09-30,2045.77001953125,2042.010009765625,2064.989990234375,2063.050048828125,327600
2019-10-01,2062.43994140625,2057.909912109375,2077.47998046875,2072.419921875,389300
2019-10-02,2058.22998046875,2031.9100341796875,2058.22998046875,2031.9100341796875,414500
2019-10-04,2028.4000244140625,2020.68994140625,2039.4300537109373,2020.68994140625,402900
2019-10-07,2031.530029296875,2016.18994140625,2034.93994140625,2021.72998046875,322200
2019-10-08,2029.3699951171875,2024.6300048828125,2046.81005859375,2046.25,437500
2019-10-10,2030.1300048828125,2010.9000244140625,2040.8800048828125,2028.1500244140625,445800
2019-10-11,2048.080078125,2040.47998046875,2053.93994140625,2044.6099853515625,381100
2019-10-14,2068.1298828125,2065.530029296875,2075.10009765625,2067.39990234375,511200
2019-10-15,2064.780029296875,2064.340087890625,2073.2099609375,2068.169921875,464500
2019-10-16,2080.919921875,2073.800048828125,2090.010009765625,2082.830078125,524500
2019-10-17,2081.760009765625,2072.489990234375,2087.14990234375,2077.93994140625,314200
2019-10-18,2082.22998046875,2057.889892578125,2088.5400390625,2060.68994140625,516700
2019-10-21,2067.969970703125,2059.330078125,2067.969970703125,2064.840087890625,606100
2019-10-22,2076.2900390625,2073.080078125,2093.81005859375,2088.860107421875,504100
2019-10-23,2086.81005859375,2074.8798828125,2088.25,2080.6201171875,429500
2019-10-24,2089.85009765625,2067.89990234375,2089.85009765625,2085.659912109375,367700
2019-10-25,2091.159912109375,2079.300048828125,2091.239990234375,2087.889892578125,348700
2019-10-28,2096.669921875,2089.760009765625,2104.389892578125,2093.60009765625,269200
2019-10-29,2103.919921875,2088.0400390625,2105.169921875,2092.68994140625,357700
2019-10-30,2093.510009765625,2075.5400390625,2093.510009765625,2080.27001953125,415600
2019-10-31,2089.219970703125,2083.47998046875,2103.7099609375,2083.47998046875,461300
2019-11-01,2084.7900390625,2081.530029296875,2100.419921875,2100.199951171875,418300
2019-11-04,2111.320068359375,2111.320068359375,2130.830078125,2130.239990234375,476300
2019-11-05,2133.659912109375,2128.699951171875,2143.1201171875,2142.639892578125,400600
2019-11-06,2142.68994140625,2138.830078125,2156.22998046875,2144.14990234375,410100
2019-11-07,2141.050048828125,2135.449951171875,2147.010009765625,2144.2900390625,425700
2019-11-08,2154.179931640625,2133.75,2155.93994140625,2137.22998046875,574100
2019-11-11,2139.070068359375,2119.070068359375,2139.070068359375,2124.090087890625,617300
2019-11-12,2131.260009765625,2121.800048828125,2140.93994140625,2140.919921875,610400
2019-11-13,2132.47998046875,2118.669921875,2133.3701171875,2122.449951171875,664400
2019-11-14,2127.5400390625,2121.320068359375,2139.22998046875,2139.22998046875,521100
2019-11-15,2137.9599609375,2135.260009765625,2165.02001953125,2162.179931640625,556200
2019-11-18,2161.889892578125,2151.969970703125,2165.889892578125,2160.68994140625,489200
2019-11-19,2151.0400390625,2137.010009765625,2154.409912109375,2153.239990234375,826900
2019-11-20,2140.06005859375,2123.800048828125,2145.969970703125,2125.320068359375,581100
2019-11-21,2123.64990234375,2088.18994140625,2125.360107421875,2096.60009765625,579600
2019-11-22,2098.889892578125,2093.989990234375,2106.419921875,2101.9599609375,519900
2019-11-25,2117.139892578125,2116.070068359375,2130.0400390625,2123.5,397700
2019-11-26,2129.27001953125,2120.85009765625,2139.639892578125,2121.35009765625,532600
2019-11-27,2134.469970703125,2118.070068359375,2136.300048828125,2127.85009765625,367800
2019-11-28,2116.929931640625,2116.580078125,2127.75,2118.60009765625,335200
2019-11-29,2125.530029296875,2085.10009765625,2125.530029296875,2087.9599609375,433300
2019-12-02,2097.550048828125,2088.919921875,2103.8701171875,2091.919921875,385300
2019-12-03,2075.02001953125,2066.60009765625,2085.7099609375,2084.070068359375,450000
2019-12-04,2070.840087890625,2057.449951171875,2072.909912109375,2068.889892578125,347000
2019-12-05,2078.31005859375,2053.56005859375,2084.2900390625,2060.739990234375,472200
2019-12-06,2072.43994140625,2070.169921875,2084.43994140625,2081.85009765625,440200
2019-12-09,2091.93994140625,2084.31005859375,2093.81005859375,2088.64990234375,393100
2019-12-10,2081.219970703125,2080.159912109375,2100.47998046875,2098.0,500100
2019-12-11,2098.280029296875,2092.47998046875,2109.219970703125,2105.6201171875,668700
2019-12-12,2120.1298828125,2120.1298828125,2138.929931640625,2137.35009765625,584600
2019-12-13,2164.6298828125,2159.449951171875,2170.25,2170.25,540000
2019-12-16,2168.050048828125,2166.2900390625,2175.010009765625,2168.14990234375,377100
2019-12-17,2179.39990234375,2171.090087890625,2196.010009765625,2195.679931640625,599500
2019-12-18,2194.919921875,2187.320068359375,2204.0400390625,2194.760009765625,591100
2019-12-19,2199.419921875,2186.590087890625,2204.72998046875,2196.56005859375,643100
2019-12-20,2205.570068359375,2194.800048828125,2206.820068359375,2204.179931640625,646700
2019-12-23,2208.219970703125,2196.429931640625,2209.199951171875,2203.7099609375,502000
2019-12-24,2206.22998046875,2187.580078125,2206.22998046875,2190.080078125,570000
2019-12-26,2192.219970703125,2183.89990234375,2198.010009765625,2197.929931640625,571300
2019-12-27,2183.699951171875,2177.39990234375,2215.550048828125,2204.2099609375,490200
2019-12-30,2202.6201171875,2195.64990234375,2208.0400390625,2197.669921875,416400
2020-01-02,2201.2099609375,2171.840087890625,2202.320068359375,2175.169921875,494700
2020-01-03,2192.580078125,2165.389892578125,2203.3798828125,2176.4599609375,631600
2020-01-06,2154.969970703125,2149.949951171875,2164.419921875,2155.070068359375,592700
2020-01-07,2166.60009765625,2164.27001953125,2181.6201171875,2175.5400390625,568200
2020-01-08,2156.27001953125,2137.719970703125,2162.320068359375,2151.31005859375,913800
2020-01-09,2182.199951171875,2172.159912109375,2186.449951171875,2186.449951171875,592600
2020-01-10,2189.47998046875,2188.10009765625,2206.919921875,2206.389892578125,594500
2020-01-13,2204.489990234375,2204.489990234375,2230.429931640625,2229.260009765625,488300
2020-01-14,2243.06005859375,2232.93994140625,2250.7900390625,2238.8798828125,835900
2020-01-15,2229.800048828125,2223.389892578125,2238.2099609375,2230.97998046875,746200
2020-01-16,2231.929931640625,2225.409912109375,2249.090087890625,2248.050048828125,808300
2020-01-17,2261.570068359375,2245.580078125,2268.7099609375,2250.570068359375,580800
2020-01-20,2261.39990234375,2258.090087890625,2277.22998046875,2262.639892578125,545500
2020-01-21,2259.81005859375,2238.25,2266.31005859375,2239.68994140625,770300
2020-01-22,2238.530029296875,2235.1298828125,2269.27001953125,2267.25,608500
2020-01-23,2254.5400390625,2241.93994140625,2260.6298828125,2246.1298828125,509600
2020-01-28,2192.219970703125,2166.22998046875,2199.929931640625,2176.719970703125,808500
2020-01-29,2188.179931640625,2172.330078125,2195.449951171875,2185.280029296875,692300
2020-01-30,2181.5400390625,2139.719970703125,2187.449951171875,2148.0,602700
2020-01-31,2160.60009765625,2119.010009765625,2167.22998046875,2119.010009765625,710500
2020-02-03,2086.610107421875,2082.739990234375,2126.72998046875,2118.8798828125,836700
2020-02-04,2121.219970703125,2120.530029296875,2162.320068359375,2157.89990234375,624600
2020-02-05,2177.260009765625,2154.8798828125,2181.52001953125,2165.6298828125,574400
2020-02-06,2184.77001953125,2182.25,2229.989990234375,2227.93994140625,695000
2020-02-07,2221.489990234375,2198.139892578125,2223.919921875,2211.949951171875,800200
2020-02-10,2185.6298828125,2180.510009765625,2203.389892578125,2201.070068359375,609600
2020-02-11,2213.5,2211.25,2233.320068359375,2223.1201171875,526000
2020-02-12,2225.949951171875,2214.77001953125,2242.239990234375,2238.3798828125,632500
2020-02-13,2245.719970703125,2230.300048828125,2255.489990234375,2232.9599609375,638700
2020-02-14,2232.7099609375,2221.89990234375,2251.5,2243.590087890625,597200
2020-02-17,2243.070068359375,2230.260009765625,2250.050048828125,2242.169921875,458200
2020-02-18,2225.97998046875,2205.2099609375,2232.929931640625,2208.8798828125,470400
2020-02-19,2222.510009765625,2191.199951171875,2226.0,2210.340087890625,590800
2020-02-20,2223.550048828125,2186.719970703125,2228.179931640625,2195.5,709600
2020-02-21,2165.64990234375,2160.280029296875,2184.429931640625,2162.840087890625,635500
2020-02-24,2114.0400390625,2079.030029296875,2120.06005859375,2079.0400390625,948600
2020-02-25,2075.550048828125,2071.5,2105.489990234375,2103.610107421875,1565600
2020-02-26,2064.070068359375,2059.1298828125,2089.639892578125,2076.77001953125,810900
2020-02-27,2073.8701171875,2049.14990234375,2085.39990234375,2054.889892578125,562500
2020-02-28,2020.1700439453125,1980.8199462890625,2031.010009765625,1987.010009765625,671600
2020-03-02,1997.030029296875,1969.3399658203125,2017.0699462890625,2002.510009765625,528100
2020-03-03,2051.85009765625,2009.3900146484373,2051.85009765625,2014.1500244140625,615700
2020-03-04,2005.81005859375,2005.81005859375,2063.590087890625,2059.330078125,606300
2020-03-05,2078.110107421875,2059.989990234375,2089.080078125,2085.260009765625,675200
2020-03-06,2053.090087890625,2032.1300048828125,2062.570068359375,2040.219970703125,865600
2020-03-09,1981.02001953125,1946.9000244140625,1989.5,1954.77001953125,666900
2020-03-10,1942.8499755859373,1934.719970703125,1968.1700439453125,1962.9300537109373,638600
2020-03-11,1965.6700439453125,1898.27001953125,1967.699951171875,1908.27001953125,679700
2020-03-12,1887.969970703125,1808.56005859375,1897.22998046875,1834.3299560546875,850300
2020-03-13,1722.6800537109375,1680.5999755859375,1809.31005859375,1771.43994140625,1035300
2020-03-16,1805.4300537109373,1714.3800048828125,1805.4300537109373,1714.8599853515625,682000
2020-03-17,1640.8399658203125,1637.8800048828125,1722.969970703125,1672.43994140625,649800
2020-03-18,1686.1199951171875,1591.1199951171875,1693.949951171875,1591.199951171875,728000
2020-03-19,1626.0899658203125,1439.4300537109375,1626.0899658203125,1457.6400146484375,977700
2020-03-20,1498.489990234375,1466.47998046875,1566.8199462890625,1566.1500244140625,817000
2020-03-23,1474.449951171875,1458.4100341796875,1516.75,1482.4599609375,647200
2020-03-24,1523.68994140625,1508.6800537109375,1609.969970703125,1609.969970703125,679300
2020-03-25,1668.18994140625,1645.280029296875,1707.6400146484375,1704.760009765625,872800
2020-03-26,1699.1099853515625,1679.22998046875,1735.75,1686.239990234375,992500
2020-03-27,1756.0699462890625,1668.2099609375,1759.050048828125,1717.72998046875,1077500
2020-03-30,1670.3399658203125,1659.949951171875,1729.6300048828125,1717.1199951171875,767800
2020-03-31,1739.2900390625,1722.6199951171875,1757.81005859375,1754.6400146484375,1037500
2020-04-01,1737.280029296875,1685.3699951171875,1762.43994140625,1685.4599609375,1243600
2020-04-02,1693.530029296875,1664.1300048828125,1726.760009765625,1724.8599853515625,766300
2020-04-03,1731.1700439453125,1706.6800537109375,1743.9100341796875,1725.43994140625,1000100
2020-04-06,1745.25,1742.6700439453125,1794.18994140625,1791.8800048828125,1219400
2020-04-07,1826.719970703125,1791.9200439453125,1838.969970703125,1823.5999755859373,951400
2020-04-08,1815.75,1801.800048828125,1842.1600341796875,1807.1400146484373,907500
2020-04-09,1838.0899658203125,1818.300048828125,1839.3299560546875,1836.2099609375,920600
2020-04-10,1835.760009765625,1824.4300537109373,1861.0999755859373,1860.699951171875,992500
2020-04-13,1853.300048828125,1825.760009765625,1853.300048828125,1825.760009765625,1017800
2020-04-14,1846.4100341796875,1837.1700439453125,1864.4599609375,1857.0799560546875,886800
2020-04-16,1839.510009765625,1828.1300048828125,1862.22998046875,1857.0699462890625,878300
2020-04-17,1893.31005859375,1893.18994140625,1926.02001953125,1914.530029296875,1667500
2020-04-20,1908.3399658203125,1893.1700439453125,1925.25,1898.3599853515625,1087500
2020-04-21,1886.780029296875,1841.6600341796875,1898.3199462890625,1879.3800048828125,1174300
2020-04-22,1855.510009765625,1844.8499755859373,1897.9000244140625,1896.1500244140625,820400
2020-04-23,1907.449951171875,1895.97998046875,1923.530029296875,1914.72998046875,683700
2020-04-24,1906.0699462890625,1880.7099609375,1908.2900390625,1889.010009765625,933900
2020-04-27,1897.06005859375,1894.6199951171875,1929.8199462890625,1922.77001953125,735700
2020-04-28,1931.25,1911.6300048828125,1941.7900390625,1934.0899658203125,1173500
2020-04-29,1936.8900146484373,1934.31005859375,1957.510009765625,1947.56005859375,1984200
2020-05-04,1906.4200439453125,1894.2900390625,1918.6600341796875,1895.3699951171875,1146900
2020-05-06,1919.449951171875,1919.449951171875,1928.760009765625,1928.760009765625,1082200
2020-05-07,1922.0,1918.5699462890625,1938.5,1928.6099853515625,775700
2020-05-08,1944.93994140625,1942.5400390625,1956.8900146484373,1945.8199462890625,784500
2020-05-11,1953.510009765625,1932.8699951171875,1960.4599609375,1935.4000244140625,591100
2020-05-12,1938.6199951171875,1905.1700439453125,1938.6199951171875,1922.1700439453125,799900
